@relation 'UNSWNB15Train'
@attribute state {1,2,3,4,5,6,7,999}
@attribute sttl real
@attribute dttl real
@attribute djit real
@attribute swin real
@attribute dwin real
@attribute synack real
@attribute ct_state_ttl real
@attribute ct_dst_sport_ltm real
@attribute ct_src_ltm real
@attribute ct_srv_dst real
@attribute attack_cat {Normal,Fuzzers,Analysis,Backdoor,DoS,Exploits,Generic,Reconnaissance,Shellcode,Worms}
@data
2,31,29,26.262273,255,255,0.000447,0,1,12,3,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,67.664797,255,255,0.000468,0,1,4,6,Normal
2,31,29,1.415575,255,255,0.00047,0,1,6,10,Normal
2,31,29,61.744865,255,255,0.000478,0,1,5,5,Normal
2,31,29,2.309746,255,255,0.000464,0,1,6,5,Normal
2,31,29,29.415164,255,255,0.000551,0,1,2,8,Normal
2,31,29,50.001855,255,255,0.000481,0,1,5,2,Normal
5,31,29,0,0,0,0,0,1,6,4,Normal
2,31,29,1.626041,255,255,0.000651,0,1,1,4,Normal
2,31,29,12.576592,255,255,0.000618,0,1,2,9,Normal
2,31,29,0.699853,255,255,0.000536,0,1,5,3,Normal
5,31,29,0,0,0,0,0,1,1,3,Normal
5,31,29,0,0,0,0,0,1,3,1,Normal
2,31,29,18.359437,255,255,0.00057,0,1,2,13,Normal
2,31,29,0.726687,255,255,0.000567,0,1,6,4,Normal
2,31,29,17.872597,255,255,0.000724,0,1,2,5,Normal
5,31,29,0,0,0,0,0,1,2,3,Normal
2,31,29,14.591746,255,255,0.000633,0,1,4,6,Normal
2,31,29,15.187262,255,255,0.000562,0,1,2,9,Normal
2,31,29,71.061393,255,255,0.000569,0,1,5,2,Normal
2,31,29,2.054701,255,255,0.000453,0,1,12,8,Normal
2,31,29,2.230667,255,255,0.000479,0,1,4,9,Normal
2,31,29,2.244129,255,255,0.000463,0,1,18,23,Normal
2,31,29,22.754012,255,255,0.00051,0,1,2,3,Normal
2,31,29,1.033889,255,255,0.00056,0,1,5,1,Normal
2,31,29,1.682966,255,255,0.000457,0,1,6,5,Normal
2,31,29,35.693341,255,255,0.000529,0,1,2,3,Normal
2,31,29,61.131461,255,255,0.00055,0,1,10,10,Normal
2,31,29,1.400788,255,255,0.000456,0,1,4,9,Normal
5,31,29,0,0,0,0,0,1,5,3,Normal
2,31,29,1.409899,255,255,0.000467,0,1,18,23,Normal
2,31,29,15.711009,255,255,0.000545,0,1,4,6,Normal
2,31,29,100.251292,255,255,0.00054,0,1,1,6,Normal
2,31,29,14.970882,255,255,0.00061,0,1,2,7,Normal
2,31,29,67.566922,255,255,0.000549,0,1,7,3,Normal
2,31,29,101.719523,255,255,0.000992,0,1,5,1,Normal
2,31,29,15.73591,255,255,0.000531,0,1,4,5,Normal
5,31,29,0,0,0,0,0,1,5,1,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,2.008837,255,255,0.000454,0,1,8,7,Normal
2,31,29,2.415759,255,255,0.000535,0,1,1,1,Normal
2,31,29,15066.49012,255,255,0.000539,0,1,2,1,Normal
2,31,29,14.947757,255,255,0.0007,0,1,18,11,Normal
2,31,29,20.946525,255,255,0.000775,0,1,2,2,Normal
5,31,29,0,0,0,0,0,1,1,5,Normal
2,31,29,83.448756,255,255,0.000638,0,1,2,4,Normal
5,31,29,0.265872,0,0,0,0,1,5,7,Normal
5,31,29,0,0,0,0,0,1,3,3,Normal
2,31,29,7675.778074,255,255,0.000548,0,1,18,1,Normal
2,31,29,7674.068775,255,255,0.000527,0,2,3,3,Normal
2,31,29,2.228771,255,255,0.000463,0,1,9,13,Normal
2,31,29,385.724375,255,255,0.000543,0,1,1,1,Normal
2,31,29,24.892655,255,255,0.000496,0,1,2,12,Normal
2,31,29,7675.063803,255,255,0.000544,0,1,3,1,Normal
2,31,29,64.504468,255,255,0.000479,0,1,8,7,Normal
2,31,29,0.568883,255,255,0.000474,0,1,7,2,Normal
2,31,29,2.440052,255,255,0.000468,0,1,10,10,Normal
2,31,29,3752.987865,255,255,0.000529,0,1,2,3,Normal
5,31,29,0,0,0,0,0,1,4,2,Normal
2,31,29,7675.471731,255,255,0.000518,0,1,2,1,Normal
5,31,29,0,0,0,0,0,1,8,4,Normal
2,31,29,0.355956,255,255,0.000558,0,1,6,2,Normal
5,31,29,0,0,0,0,0,1,10,2,Normal
2,31,29,25.360285,255,255,0.000524,0,1,9,7,Normal
5,31,29,0,0,0,0,0,1,7,1,Normal
2,31,29,1748.547083,255,255,0.000553,0,1,4,6,Normal
2,31,29,25.674973,255,255,0.000545,0,1,6,10,Normal
2,31,29,23.657859,255,255,0.000567,0,1,3,6,Normal
2,31,29,2.142929,255,255,0.000536,0,1,18,23,Normal
5,31,29,0,0,0,0,0,1,9,5,Normal
2,31,29,95.985369,255,255,0.000617,0,1,1,7,Normal
5,31,29,0,0,0,0,0,1,4,6,Normal
2,31,29,0.725526,255,255,0.000547,0,1,6,1,Normal
2,31,29,1.210639,255,255,0.000543,0,1,6,3,Normal
2,31,29,72.750168,255,255,0.000532,0,1,18,23,Normal
5,31,29,0,0,0,0,0,1,9,4,Normal
2,31,29,66.585773,255,255,0.000543,0,1,3,3,Normal
2,31,29,197.289375,255,255,0.000549,0,1,7,1,Normal
2,31,29,1.019348,255,255,0.000536,0,1,10,1,Normal
2,31,29,16.329012,255,255,0.000537,0,1,2,4,Normal
2,31,29,0.835196,255,255,0.000527,0,1,6,3,Normal
2,31,29,205.741099,255,255,0.000755,0,1,18,11,Normal
5,31,29,0,0,0,0,0,1,9,4,Normal
2,31,29,936.732805,255,255,0.000499,0,1,3,2,Normal
2,31,29,2.554063,255,255,0.000479,0,1,10,10,Normal
2,31,29,2.297205,255,255,0.000556,0,1,10,8,Normal
2,31,29,33.584368,255,255,0.000486,0,1,6,3,Normal
5,31,29,0,0,0,0,0,1,18,1,Normal
2,31,29,0.379048,255,255,0.000607,0,2,8,4,Normal
2,31,29,7676.125935,255,255,0.000559,0,1,2,2,Normal
2,31,29,142.734163,255,255,0.000537,0,1,3,7,Normal
2,31,29,7675.36342,255,255,0.000488,0,1,2,2,Normal
2,31,29,29.091489,255,255,0.000501,0,1,2,2,Normal
5,31,29,1.506844,0,0,0,0,1,6,12,Normal
2,31,29,2.00118,255,255,0.000467,0,1,6,11,Normal
2,31,29,7684.580696,255,255,0.000538,0,1,9,1,Normal
2,31,29,13.360712,255,255,0.000539,0,1,9,7,Normal
2,31,29,0.440038,255,255,0.000734,0,1,5,8,Normal
5,31,29,0,0,0,0,0,1,2,3,Normal
2,31,29,19.509581,255,255,0.000498,0,1,7,2,Normal
2,31,29,15.693504,255,255,0.000633,0,1,4,5,Normal
2,31,29,16.208575,255,255,0.000658,0,1,2,7,Normal
5,31,29,0,0,0,0,0,1,2,3,Normal
2,31,29,23.614265,255,255,0.000564,0,1,5,4,Normal
2,31,29,2.143135,255,255,0.000452,0,1,9,13,Normal
2,31,29,2.295672,255,255,0.000481,0,1,8,9,Normal
5,31,29,0.299112,0,0,0,0,1,5,23,Normal
2,31,29,7674.576154,255,255,0.000559,0,1,1,3,Normal
2,31,29,87.633936,255,255,0.000529,0,1,7,8,Normal
2,31,29,11039.48513,255,255,0.000539,0,1,2,2,Normal
2,31,29,9.465567,255,255,0.000535,0,1,5,1,Normal
2,31,29,0.741686,255,255,0.000581,0,1,8,1,Normal
2,31,29,2.123124,255,255,0.000458,0,1,9,13,Normal
2,31,29,10.906741,255,255,0.000499,0,1,18,11,Normal
2,31,29,7791.43425,255,255,0.000553,0,1,8,1,Normal
2,31,29,1.330279,255,255,0.000571,0,1,7,8,Normal
2,31,29,3.414205,255,255,0.000589,0,1,9,2,Normal
2,31,29,41.756762,255,255,0.000558,0,1,10,8,Normal
5,31,29,0.28497,0,0,0,0,1,6,12,Normal
5,31,29,0,0,0,0,0,1,10,3,Normal
2,31,29,190.06324,255,255,0.000584,0,1,8,3,Normal
2,31,29,19.341943,255,255,0.000551,0,1,7,10,Normal
5,31,29,0.327873,0,0,0,0,1,9,6,Normal
2,31,29,26.825051,255,255,0.00053,0,1,10,9,Normal
2,31,29,9.496711,255,255,0.000489,0,1,18,11,Normal
2,31,29,71.530015,255,255,0.000591,0,1,2,4,Normal
2,31,29,0.735355,255,255,0.000492,0,1,10,2,Normal
2,31,29,0.35791,255,255,0.001077,0,1,2,3,Normal
2,31,29,0.350532,255,255,0.000555,0,1,9,6,Normal
5,31,29,0,0,0,0,0,1,10,3,Normal
2,31,29,7674.369778,255,255,0.000543,0,1,1,2,Normal
2,31,29,51.010581,255,255,0.000539,0,1,6,11,Normal
2,31,29,2.59092,255,255,0.000477,0,1,10,10,Normal
2,31,29,673.982493,255,255,0.000602,0,1,1,1,Normal
5,31,29,0,0,0,0,0,1,1,4,Normal
2,31,29,7674.068775,255,255,0.000527,0,2,3,3,Normal
2,31,29,63.920672,255,255,0.000596,0,1,9,7,Normal
2,31,29,1.057748,255,255,0.000506,0,1,4,1,Normal
2,31,29,0.379048,255,255,0.000607,0,2,8,4,Normal
2,31,29,65.159628,255,255,0.00049,0,1,9,13,Normal
2,31,29,199.993027,255,255,0.000602,0,1,7,10,Normal
2,31,29,71.684868,255,255,0.00054,0,1,6,6,Normal
2,31,29,7675.209933,255,255,0.000559,0,1,1,2,Normal
5,31,29,1.625875,0,0,0,0,1,9,6,Normal
2,31,29,2.849851,255,255,0.000561,0,1,18,2,Normal
2,31,29,2.074622,255,255,0.000455,0,1,6,11,Normal
2,31,29,0.445942,255,255,0.000518,0,1,3,2,Normal
2,31,29,179.717448,255,255,0.000574,0,1,2,6,Normal
5,31,29,0,0,0,0,0,1,2,1,Normal
5,31,29,0,0,0,0,0,1,18,2,Normal
5,31,29,0,0,0,0,0,1,1,1,Normal
5,31,29,0,0,0,0,0,1,1,6,Normal
2,31,29,1.943557,255,255,0.000479,0,1,10,10,Normal
2,31,29,13.640475,255,255,0.000523,0,1,7,10,Normal
2,31,29,138.323766,255,255,0.000547,0,1,2,3,Normal
2,31,29,14.12221,255,255,0.000621,0,1,18,12,Normal
2,31,29,2.211165,255,255,0.000456,0,1,8,7,Normal
2,31,29,15.624235,255,255,0.000717,0,1,1,1,Normal
2,31,29,16.025106,255,255,0.000592,0,1,2,10,Normal
2,31,29,19.163627,255,255,0.000486,0,1,7,10,Normal
2,31,29,0.396297,255,255,0.000637,0,1,1,5,Normal
2,31,29,32.983008,255,255,0.000508,0,1,4,9,Normal
2,31,29,73.148147,255,255,0.000574,0,1,2,4,Normal
2,31,29,15.282253,255,255,0.000535,0,1,2,10,Normal
5,31,29,0,0,0,0,0,1,1,1,Normal
2,31,29,84.317016,255,255,0.000561,0,1,3,1,Normal
2,31,29,19.656816,255,255,0.00051,0,1,7,10,Normal
5,31,29,0,0,0,0,0,1,2,3,Normal
2,31,29,71.718608,255,255,0.000557,0,1,3,4,Normal
2,31,29,31.858307,255,255,0.00051,0,1,3,7,Normal
2,31,29,15.361599,255,255,0.000495,0,1,18,11,Normal
2,31,29,139.818983,255,255,0.000485,0,1,1,10,Normal
2,31,29,952.188932,255,255,0.000543,0,1,5,10,Normal
5,31,29,0,0,0,0,0,1,4,3,Normal
5,31,29,0,0,0,0,0,1,1,1,Normal
5,31,29,0,0,0,0,0,1,3,3,Normal
2,31,29,1.946123,255,255,0.000552,0,1,9,2,Normal
2,31,29,2.489085,255,255,0.00048,0,1,1,2,Normal
2,31,29,97.254109,255,255,0.000502,0,1,1,1,Normal
2,31,29,2.061053,255,255,0.000464,0,1,18,23,Normal
5,31,29,0,0,0,0,0,1,6,2,Normal
5,31,29,0,0,0,0,0,1,2,4,Normal
2,31,29,1.2262,255,255,0.000541,0,1,5,13,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,47.432289,255,255,0.000487,0,1,4,7,Normal
2,31,29,69.387452,255,255,0.000616,0,1,3,7,Normal
2,31,29,91.448573,255,255,0.000589,0,1,3,9,Normal
2,31,29,2.007544,255,255,0.000457,0,1,18,23,Normal
2,31,29,76.745432,255,255,0.000539,0,1,7,6,Normal
2,31,29,0.487806,255,255,0.000566,0,1,2,13,Normal
2,31,29,15.394021,255,255,0.000604,0,1,2,3,Normal
5,31,29,0,0,0,0,0,1,1,3,Normal
2,31,29,13.064543,255,255,0.000693,0,1,2,5,Normal
2,31,29,0.746596,255,255,0.000506,0,1,18,2,Normal
2,31,29,2.129872,255,255,0.000517,0,1,10,1,Normal
2,31,29,16.666016,255,255,0.000507,0,1,7,10,Normal
2,31,29,531.186798,255,255,0.000494,0,1,4,9,Normal
2,31,29,538.289342,255,255,0.000476,0,1,3,4,Normal
2,31,29,6.179591,255,255,0.001098,0,1,18,11,Normal
2,31,29,52.698309,255,255,0.000529,0,1,1,1,Normal
2,31,29,22.308837,255,255,0.000727,0,1,1,5,Normal
2,31,29,0.392286,255,255,0.00062,0,1,1,10,Normal
2,31,29,102.000194,255,255,0.000591,0,1,3,11,Normal
2,31,29,19.860501,255,255,0.000591,0,1,2,3,Normal
2,31,29,0,255,255,0.000473,0,1,2,5,Normal
2,31,29,2.135268,255,255,0.000543,0,1,2,2,Normal
2,31,29,97.659359,255,255,0.00058,0,1,2,5,Normal
5,31,29,0,0,0,0,0,1,1,1,Normal
2,31,29,83.665679,255,255,0.000551,0,1,2,3,Normal
2,31,29,2.386849,255,255,0.00046,0,1,8,13,Normal
2,31,29,22.538877,255,255,0.00048,0,1,1,3,Normal
2,31,29,23.785076,255,255,0.000556,0,1,2,3,Normal
2,31,29,19.96639,255,255,0.000594,0,1,3,10,Normal
2,31,29,7674.538578,255,255,0.000546,0,1,3,4,Normal
2,31,29,2.368626,255,255,0.000457,0,1,8,13,Normal
2,31,29,34.585776,255,255,0.000593,0,1,4,5,Normal
2,31,29,17.002302,255,255,0.000632,0,1,2,10,Normal
2,31,29,20.598127,255,255,0.00072,0,1,3,6,Normal
2,31,29,0.842785,255,255,0.000483,0,1,6,3,Normal
2,31,29,27.369293,255,255,0.001155,0,1,2,7,Normal
2,31,29,2.265331,255,255,0.000463,0,1,8,13,Normal
2,31,29,37.497184,255,255,0.000511,0,1,5,1,Normal
2,31,29,0.72918,255,255,0.000513,0,1,10,1,Normal
5,31,29,0,0,0,0,0,1,3,1,Normal
2,31,29,134.750727,255,255,0.000613,0,1,3,10,Normal
2,31,29,68.653456,255,255,0.00146,0,1,8,13,Normal
2,31,29,7676.362731,255,255,0.000487,0,1,4,2,Normal
2,31,29,37.594762,255,255,0.000705,0,1,13,8,Normal
2,31,29,0.382772,255,255,0.000681,0,1,1,3,Normal
2,31,29,68.759878,255,255,0.000507,0,1,2,9,Normal
2,31,29,0.604392,255,255,0.000577,0,1,6,1,Normal
5,31,29,0.319854,0,0,0,0,1,5,6,Normal
5,31,29,1.533007,0,0,0,0,1,6,23,Normal
2,31,29,1.202797,255,255,0.000566,0,1,13,2,Normal
2,31,29,24.841698,255,255,0.000582,0,1,1,5,Normal
2,31,29,15.811638,255,255,0.000577,0,1,6,3,Normal
2,31,29,0.419179,255,255,0.000556,0,1,2,5,Normal
2,31,29,15.72011,255,255,0.000535,0,1,10,11,Normal
2,31,29,17.45367,255,255,0.000503,0,1,5,6,Normal
2,31,29,19.1769,255,255,0,0,1,13,8,Normal
2,31,29,26.407378,255,255,0.000639,0,1,3,7,Normal
2,31,29,23.340588,255,255,0.000531,0,1,5,12,Normal
2,31,29,2.452466,255,255,0.000452,0,1,8,13,Normal
5,31,29,0,0,0,0,0,1,5,2,Normal
2,31,29,348.198656,255,255,0.000485,0,1,1,1,Normal
2,31,29,0.531154,255,255,0.000475,0,1,6,3,Normal
2,31,29,2.382858,255,255,0.000448,0,1,10,10,Normal
5,31,29,0,0,0,0,0,1,4,3,Normal
2,31,29,2.30341,255,255,0.000452,0,1,8,13,Normal
2,31,29,37.751129,255,255,0.00051,0,1,13,7,Normal
5,31,29,0,0,0,0,0,1,4,6,Normal
5,0,0,15491406,0,0,0,0,2,2,2,Normal
2,31,29,0.320899,255,255,0.000547,0,1,6,23,Normal
2,31,29,8405.698493,255,255,0.000497,0,1,5,1,Normal
2,31,29,2.183299,255,255,0.000456,0,1,8,13,Normal
2,31,29,35.604797,255,255,0.000444,0,1,13,7,Normal
5,31,29,0,0,0,0,0,1,10,2,Normal
2,31,29,897.030994,255,255,0.000548,0,1,5,6,Normal
5,31,29,0,0,0,0,0,1,3,3,Normal
2,31,29,16.8425,255,255,0.001283,0,1,3,10,Normal
5,0,0,15491406,0,0,0,0,2,2,2,Normal
2,31,29,16.337471,255,255,0.000542,0,1,6,23,Normal
2,31,29,52.487086,255,255,0.000525,0,1,13,8,Normal
2,31,29,7682.190099,255,255,0.000546,0,1,5,2,Normal
2,31,29,20.288248,255,255,0.00059,0,1,3,9,Normal
2,31,29,28.576431,255,255,0.000529,0,1,2,5,Normal
2,31,29,16.346655,255,255,0.000517,0,1,2,10,Normal
2,31,29,15.838075,255,255,0.000612,0,1,6,3,Normal
2,31,29,23.048876,255,255,0.000592,0,1,2,4,Normal
5,31,29,1.517922,0,0,0,0,1,5,6,Normal
5,31,29,0,0,0,0,0,1,3,4,Normal
2,31,29,1.413812,255,255,0.00046,0,2,8,13,Normal
2,31,29,71.603333,255,255,0.000586,0,1,3,4,Normal
2,31,29,85.128224,255,255,0.000482,0,1,10,10,Normal
2,31,29,27.168174,255,255,0.000607,0,1,5,6,Normal
2,31,29,15.678939,255,255,0.000486,0,1,5,12,Normal
5,31,29,0,0,0,0,0,1,1,3,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,19.172197,255,255,0.000461,0,1,2,1,Normal
2,31,29,16.233782,255,255,0.000623,0,1,4,12,Normal
2,31,29,15.927038,255,255,0.000625,0,1,5,12,Normal
5,31,29,0,0,0,0,0,1,6,3,Normal
2,31,29,17.476957,255,255,0.000475,0,1,6,3,Normal
2,31,29,0.712482,255,255,0.000521,0,1,8,1,Normal
2,31,29,0.937222,255,255,0.000493,0,1,2,1,Normal
2,31,29,18.435455,255,255,0.000569,0,1,2,1,Normal
5,31,29,0,0,0,0,0,1,3,6,Normal
2,31,29,43.146651,255,255,0.000541,0,1,3,2,Normal
2,31,29,35.20584,255,255,0.000554,0,1,2,2,Normal
5,31,29,0,0,0,0,0,1,2,1,Normal
2,31,29,411.262183,255,255,0.000545,0,1,1,6,Normal
2,31,29,140.103204,255,255,0.000613,0,1,9,1,Normal
2,31,29,53.913062,255,255,0.000537,0,1,3,5,Normal
2,31,29,40.549888,255,255,0.000505,0,1,8,9,Normal
2,31,29,15.646072,255,255,0.000641,0,1,10,12,Normal
2,31,29,728.259313,255,255,0.000601,0,1,3,12,Normal
2,31,29,63.77621,255,255,0.000486,0,1,8,13,Normal
2,31,29,14.273624,255,255,0.000567,0,1,6,7,Normal
2,31,29,1.59136,255,255,0.000471,0,1,10,10,Normal
2,31,29,701,255,255,0.000554,0,1,9,4,Normal
2,31,29,0.950748,255,255,0.00051,0,1,3,1,Normal
2,31,29,68.180141,255,255,0.000482,0,1,5,1,Normal
5,31,29,0,0,0,0,0,1,8,5,Normal
2,31,29,0.980033,255,255,0.000483,0,1,6,1,Normal
2,31,29,28.957639,255,255,0.000529,0,1,4,12,Normal
2,31,29,20.538287,255,255,0.000496,0,1,3,1,Normal
2,31,29,16.222763,255,255,0.00057,0,1,2,6,Normal
2,31,29,24.912265,255,255,0.000489,0,1,2,5,Normal
5,31,29,0,0,0,0,0,1,8,3,Normal
2,31,29,7.797719,255,255,0.001154,0,1,1,23,Normal
5,31,29,0,0,0,0,0,1,8,2,Normal
2,31,29,2.055936,255,255,0.000446,0,1,8,10,Normal
2,31,29,76.494388,255,255,0.000519,0,1,3,10,Normal
2,31,29,1.114896,255,255,0.000636,0,1,1,5,Normal
2,31,29,2.207433,255,255,0.000464,0,1,8,9,Normal
2,31,29,2183.465499,255,255,0.000784,0,1,1,1,Normal
2,31,29,2.288814,255,255,0.000462,0,1,9,11,Normal
2,31,29,20.861865,255,255,0.000576,0,1,5,7,Normal
5,31,29,0,0,0,0,0,1,2,4,Normal
1,0,0,0,0,0,0,2,2,2,2,Normal
2,31,29,27.403073,255,255,0.000632,0,1,3,5,Normal
2,31,29,7675.100115,255,255,0.000576,0,1,6,1,Normal
2,31,29,1.071698,255,255,0.000528,0,1,4,1,Normal
2,31,29,2.176533,255,255,0.000461,0,1,8,10,Normal
2,31,29,7683.728914,255,255,0.000483,0,1,3,2,Normal
2,31,29,2.351937,255,255,0.00051,0,1,10,10,Normal
1,0,0,0,0,0,0,2,2,2,2,Normal
5,31,29,0,0,0,0,0,1,4,3,Normal
2,31,29,2.067151,255,255,0.000467,0,1,8,10,Normal
2,31,29,50.973032,255,255,0.00061,0,1,2,4,Normal
2,31,29,23.175379,255,255,0.000487,0,1,5,16,Normal
2,31,29,2.226835,255,255,0.00047,0,1,8,10,Normal
1,0,0,0,0,0,0,2,2,2,2,Normal
2,31,29,2.139031,255,255,0.000467,0,1,8,9,Normal
2,31,29,16.234146,255,255,0.000522,0,1,4,23,Normal
2,31,29,31.314057,255,255,0.000547,0,1,4,10,Normal
5,31,29,0,0,0,0,0,1,4,4,Normal
2,31,29,0.71567,255,255,0.000528,0,1,8,4,Normal
2,31,29,1.443107,255,255,0.000462,0,1,8,9,Normal
2,31,29,26.203455,255,255,0.000583,0,1,1,6,Normal
5,31,29,0.325507,0,0,0,0,1,6,23,Normal
5,31,29,0,0,0,0,0,1,9,6,Normal
2,31,29,7674.064869,255,255,0.000527,0,1,3,1,Normal
1,0,0,0,0,0,0,2,2,2,2,Normal
2,31,29,2.115638,255,255,0.000462,0,1,9,11,Normal
2,31,29,2.091547,255,255,0.000462,0,1,8,9,Normal
2,31,29,2.44988,255,255,0.000478,0,1,10,10,Normal
5,31,29,0,0,0,0,0,2,3,3,Normal
5,31,29,0,0,0,0,0,1,6,2,Normal
5,31,29,0,0,0,0,0,1,8,1,Normal
2,31,29,21.050133,255,255,0.000554,0,1,4,10,Normal
2,31,29,7674.984203,255,255,0.000554,0,1,3,2,Normal
2,31,29,2.242411,255,255,0.000456,0,1,10,10,Normal
5,31,29,0.295813,0,0,0,0,1,4,7,Normal
5,31,29,0,0,0,0,0,1,3,2,Normal
2,31,29,2.120849,255,255,0.000452,0,1,8,13,Normal
2,31,29,1.418972,255,255,0.000686,0,1,8,10,Normal
2,31,29,8072.093284,255,255,0.000528,0,1,2,2,Normal
2,31,29,42.592768,255,255,0.000598,0,1,4,23,Normal
2,31,29,7775.127273,255,255,0.000555,0,1,6,2,Normal
2,31,29,1.413812,255,255,0.00046,0,2,8,13,Normal
5,31,29,0,0,0,0,0,1,8,1,Normal
2,31,29,21.171478,255,255,0.000466,0,1,5,3,Normal
2,31,29,12.645932,255,255,0.000551,0,2,3,2,Normal
5,31,29,0.325979,0,0,0,0,1,3,12,Normal
5,31,29,0,0,0,0,0,1,6,4,Normal
2,31,29,0.73308,255,255,0.000566,0,1,8,2,Normal
2,31,29,2.182503,255,255,0.000543,0,1,9,11,Normal
2,31,29,0.865055,255,255,0.000515,0,1,5,3,Normal
2,31,29,16.532981,255,255,0.000507,0,1,5,12,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,0.380567,255,255,0.000597,0,1,3,12,Normal
2,31,29,2.057626,255,255,0.000476,0,1,9,11,Normal
5,31,29,0,0,0,0,0,1,2,4,Normal
2,31,29,0.555336,255,255,0.000471,0,1,6,3,Normal
2,31,29,7673.876056,255,255,0.000546,0,1,3,2,Normal
2,31,29,0.348978,255,255,0.000547,0,1,5,23,Normal
2,31,29,50.500236,255,255,0.000608,0,1,6,7,Normal
5,31,29,0,0,0,0,0,1,4,3,Normal
2,31,29,0.406658,255,255,0.000526,0,1,2,4,Normal
2,31,29,1.199738,255,255,0.000507,0,1,6,3,Normal
5,31,29,0,0,0,0,0,1,5,1,Normal
5,31,29,0,0,0,0,0,1,1,2,Normal
2,31,29,79.175321,255,255,0.00057,0,1,5,11,Normal
2,31,29,0.703522,255,255,0.000552,0,1,8,3,Normal
2,31,29,20.400589,255,255,0.000455,0,1,6,3,Normal
2,31,29,2.111923,255,255,0.000572,0,1,3,3,Normal
2,31,29,0.781441,255,255,0.000552,0,1,5,1,Normal
5,31,29,1.554221,0,0,0,0,1,4,7,Normal
5,31,29,0,0,0,0,0,1,8,4,Normal
5,31,29,0,0,0,0,0,1,1,3,Normal
2,31,29,70.853215,255,255,0.000481,0,1,2,4,Normal
2,31,29,64.640943,255,255,0.000524,0,1,3,12,Normal
2,31,29,70.204198,255,255,0.00059,0,1,3,16,Normal
2,31,29,7675.249375,255,255,0.000508,0,1,2,2,Normal
2,31,29,1725.269461,255,255,0.000576,0,1,3,3,Normal
2,31,29,15.776212,255,255,0.000638,0,1,1,4,Normal
2,31,29,15.551197,255,255,0.000614,0,1,2,5,Normal
2,31,29,109.570707,255,255,0.000512,0,1,3,7,Normal
5,31,29,0,0,0,0,0,1,3,3,Normal
2,31,29,1.415314,255,255,0.000456,0,1,8,10,Normal
2,31,29,7674.222439,255,255,0.000559,0,1,3,2,Normal
2,31,29,990.540375,255,255,0.000562,0,1,3,12,Normal
2,31,29,0.335248,255,255,0.000582,0,1,5,9,Normal
2,31,29,71.725544,255,255,0.000537,0,1,2,12,Normal
5,31,29,0,0,0,0,0,1,18,4,Normal
2,31,29,7687.140876,255,255,0.000494,0,1,1,3,Normal
2,31,29,13.266519,255,255,0.000622,0,1,3,9,Normal
2,31,29,1.759329,255,255,0.000449,0,1,1,3,Normal
2,31,29,30.423074,255,255,0.000597,0,1,2,10,Normal
2,31,29,2.109433,255,255,0.000464,0,1,18,12,Normal
2,31,29,15.864881,255,255,0.000631,0,1,3,5,Normal
2,31,29,23.265795,255,255,0.000596,0,1,3,7,Normal
2,31,29,4.330306,255,255,0.000585,0,1,3,5,Normal
2,31,29,7675.49544,255,255,0.000548,0,1,5,1,Normal
2,31,29,1.064011,255,255,0.000538,0,1,2,12,Normal
5,31,29,1.455933,0,0,0,0,1,3,12,Normal
2,31,29,1.452807,255,255,0.00047,0,1,18,12,Normal
2,31,29,1.011845,255,255,0.001238,0,1,4,3,Normal
2,31,29,15.416868,255,255,0.000668,0,1,3,7,Normal
5,31,29,0,0,0,0,0,1,3,2,Normal
2,31,29,0.753073,255,255,0.000565,0,1,18,1,Normal
5,31,29,1.457347,0,0,0,0,1,5,23,Normal
5,31,29,0,0,0,0,0,1,4,6,Normal
2,31,29,1028.154312,255,255,0.000466,0,1,3,12,Normal
5,31,29,0.403288,0,0,0,0,1,5,9,Normal
2,31,29,15.600885,255,255,0.000518,0,1,3,6,Normal
2,31,29,372.270582,255,255,0.000626,0,1,2,1,Normal
2,31,29,81.03352,255,255,0.000607,0,1,3,10,Normal
5,31,29,0,0,0,0,0,1,4,2,Normal
2,31,29,2.266528,255,255,0.000463,0,1,8,10,Normal
2,31,29,1.451892,255,255,0.000467,0,1,9,11,Normal
2,31,29,0.347038,255,255,0.000544,0,1,3,4,Normal
5,31,29,0,0,0,0,0,1,3,1,Normal
2,31,29,31.013481,255,255,0.000563,0,1,3,4,Normal
2,31,29,0.337108,255,255,0.000525,0,1,4,7,Normal
2,31,29,0.716258,255,255,0.000562,0,1,10,3,Normal
2,31,29,2.112465,255,255,0.000455,0,1,8,10,Normal
2,31,29,61.956857,255,255,0.00051,0,1,2,5,Normal
2,31,29,2.163224,255,255,0.000463,0,1,18,9,Normal
2,31,29,14.058013,255,255,0.000663,0,1,3,9,Normal
2,31,29,1125.001337,255,255,0.000531,0,1,3,6,Normal
2,31,29,2.337097,255,255,0.000454,0,1,10,6,Normal
2,31,29,7674.882901,255,255,0.000559,0,1,1,4,Normal
2,31,29,8000.021548,255,255,0.000513,0,1,1,2,Normal
